source,instance_id,is_damaged,ground_truth_note,current_anomaly_score,severity_trend,localised_height_m,localised_label,priority_score,inspection_cost_aud,risk_of_delay_aud,worth_inspecting_now
synthetic,synthetic-509,True,damage severity 0.7,0.6714454293251038,0.1088768884539604,7.285714285714286,sensor node 52 (~7.3 m up),0.07310488911155087,1237.142857142857,365.52444555775435,False
synthetic,synthetic-718,True,damage severity 1.0,0.5200645923614502,0.13980556428432464,5.571428571428571,sensor node 41 (~5.6 m up),0.07270792379938981,1134.2857142857142,363.53961899694906,False
synthetic,synthetic-53,False,healthy,0.5439961552619934,0.13345622122287748,0.42857142857142855,sensor node 4 (~0.4 m up),0.0725996712410394,825.7142857142857,362.998356205197,False
synthetic,synthetic-439,True,damage severity 0.5,0.5841399431228638,0.12264143675565721,9.0,sensor node 65 (~9.0 m up),0.0716397618909559,1340.0,358.1988094547795,False
synthetic,synthetic-637,True,damage severity 1.0,0.771285891532898,0.08677621930837628,7.285714285714286,sensor node 53 (~7.3 m up),0.06692927367311527,1237.142857142857,334.64636836557634,False
synthetic,synthetic-713,True,damage severity 1.0,0.5810133814811707,0.11439456045627593,7.285714285714286,sensor node 53 (~7.3 m up),0.06646477039375308,1237.142857142857,332.3238519687654,False
synthetic,synthetic-261,True,damage severity 0.3,0.5652368068695068,0.1151104971766472,7.285714285714286,sensor node 53 (~7.3 m up),0.06506468986128945,1237.142857142857,325.32344930644723,False
synthetic,synthetic-648,True,damage severity 1.0,0.45442068576812744,0.142122146487236,2.142857142857143,sensor node 17 (~2.1 m up),0.06458324326956805,928.5714285714286,322.91621634784025,False
synthetic,synthetic-661,True,damage severity 1.0,0.5419653058052063,0.11613281220197677,3.8571428571428568,sensor node 29 (~3.9 m up),0.06293995507906293,1031.4285714285713,314.69977539531465,False
synthetic,synthetic-628,True,damage severity 1.0,0.569233238697052,0.10469331890344619,2.142857142857143,sensor node 15 (~2.1 m up),0.059594916989351966,928.5714285714286,297.9745849467598,False
synthetic,synthetic-622,True,damage severity 1.0,0.6031405925750732,0.09833423346281049,7.285714285714286,sensor node 53 (~7.3 m up),0.05930936784117512,1237.142857142857,296.5468392058756,False
synthetic,synthetic-296,True,damage severity 0.3,0.5277667045593262,0.11044380515813824,5.571428571428571,sensor node 41 (~5.6 m up),0.05828856308730293,1134.2857142857142,291.44281543651465,False
synthetic,synthetic-319,True,damage severity 0.5,0.5669898390769958,0.09941857606172563,7.285714285714286,sensor node 53 (~7.3 m up),0.05636932244250189,1237.142857142857,281.84661221250946,False
synthetic,synthetic-279,True,damage severity 0.3,0.4597763419151306,0.11844979524612431,7.285714285714286,sensor node 53 (~7.3 m up),0.054460413558859264,1237.142857142857,272.3020677942963,False
synthetic,synthetic-351,True,damage severity 0.5,0.6240710616111755,0.08698511123657228,0.42857142857142855,sensor node 3 (~0.4 m up),0.054284890713773855,825.7142857142857,271.4244535688693,False
synthetic,synthetic-630,True,damage severity 1.0,0.5922946929931641,0.0912331998348236,7.285714285714286,sensor node 53 (~7.3 m up),0.05403694008695083,1237.142857142857,270.1847004347541,False
synthetic,synthetic-665,True,damage severity 1.0,0.5288126468658447,0.09886621385812758,7.285714285714286,sensor node 53 (~7.3 m up),0.0522817042359211,1237.142857142857,261.4085211796055,False
synthetic,synthetic-614,True,damage severity 1.0,0.6763170957565308,0.07626108527183534,0.42857142857142855,sensor node 5 (~0.4 m up),0.051576675710288816,825.7142857142857,257.8833785514441,False
synthetic,synthetic-171,True,damage severity 0.3,0.519099771976471,0.09853105843067166,5.571428571428571,sensor node 39 (~5.6 m up),0.05114744996396199,1134.2857142857142,255.73724981980996,False
synthetic,synthetic-557,True,damage severity 0.7,0.5272811055183411,0.09225154668092729,9.0,sensor node 65 (~9.0 m up),0.04864249751969619,1340.0,243.21248759848095,False
synthetic,synthetic-315,True,damage severity 0.5,0.47039058804512024,0.10164014250040056,5.571428571428571,sensor node 41 (~5.6 m up),0.047810566399753236,1134.2857142857142,239.05283199876618,False
synthetic,synthetic-601,True,damage severity 1.0,0.4465825855731964,0.10590139627456667,7.285714285714286,sensor node 53 (~7.3 m up),0.04729371936410765,1237.142857142857,236.46859682053827,False
synthetic,synthetic-260,True,damage severity 0.3,0.531473696231842,0.0875565066933632,5.571428571428571,sensor node 41 (~5.6 m up),0.04653398024146976,1134.2857142857142,232.66990120734883,False
synthetic,synthetic-495,True,damage severity 0.7,0.4556657075881958,0.09862221032381058,7.285714285714286,sensor node 51 (~7.3 m up),0.044938759251111016,1237.142857142857,224.69379625555507,False
synthetic,synthetic-407,True,damage severity 0.5,0.48890623450279236,0.09017864763736723,0.42857142857142855,sensor node 4 (~0.4 m up),0.044088903048939344,825.7142857142857,220.44451524469673,False
synthetic,synthetic-636,True,damage severity 1.0,0.5480627417564392,0.0790556415915489,5.571428571428571,sensor node 40 (~5.6 m up),0.04332745168197868,1134.2857142857142,216.63725840989338,False
synthetic,synthetic-717,True,damage severity 1.0,0.5555718541145325,0.07708401232957837,5.571428571428571,sensor node 40 (~5.6 m up),0.04282570765253134,1134.2857142857142,214.1285382626567,False
synthetic,synthetic-378,True,damage severity 0.5,0.4348836839199066,0.09773268699645993,5.571428571428571,sensor node 41 (~5.6 m up),0.04250235096041165,1134.2857142857142,212.51175480205825,False
synthetic,synthetic-360,True,damage severity 0.5,0.47555235028266907,0.086326764523983,9.0,sensor node 64 (~9.0 m up),0.04105289576167865,1340.0,205.26447880839325,False
synthetic,synthetic-594,True,damage severity 0.7,0.41700446605682373,0.09428862780332568,2.142857142857143,sensor node 16 (~2.1 m up),0.03931877889235641,928.5714285714286,196.59389446178204,False
synthetic,synthetic-523,True,damage severity 0.7,0.5508170127868652,0.06995983421802521,7.285714285714286,sensor node 52 (~7.3 m up),0.03853506689903696,1237.142857142857,192.6753344951848,False
synthetic,synthetic-225,True,damage severity 0.3,0.4598551392555237,0.08211007267236708,5.571428571428571,sensor node 39 (~5.6 m up),0.03775873890303254,1134.2857142857142,188.79369451516268,False
synthetic,synthetic-589,True,damage severity 0.7,0.5147942304611206,0.07310821264982227,0.42857142857142855,sensor node 3 (~0.4 m up),0.03763568607145322,825.7142857142857,188.1784303572661,False
synthetic,synthetic-512,True,damage severity 0.7,0.4057263731956482,0.09266505241394045,3.8571428571428568,sensor node 28 (~3.9 m up),0.037596655637892704,1031.4285714285713,187.9832781894635,False
synthetic,synthetic-569,True,damage severity 0.7,0.457745224237442,0.08104343116283416,5.571428571428571,sensor node 40 (~5.6 m up),0.03709724357060322,1134.2857142857142,185.4862178530161,False
synthetic,synthetic-13,False,healthy,0.5321827530860901,0.06932570338249204,9.0,sensor node 63 (~9.0 m up),0.03689394368572428,1340.0,184.4697184286214,False
synthetic,synthetic-494,True,damage severity 0.7,0.5450422763824463,0.0674596592783928,0.42857142857142855,sensor node 4 (~0.4 m up),0.036768366257079424,825.7142857142857,183.84183128539712,False
synthetic,synthetic-533,True,damage severity 0.7,0.4395047724246979,0.08228577375411986,2.142857142857143,sensor node 15 (~2.1 m up),0.03616499026759463,928.5714285714286,180.82495133797315,False
synthetic,synthetic-160,True,damage severity 0.3,0.4432150423526764,0.0760220170021057,5.571428571428571,sensor node 39 (~5.6 m up),0.03369410148532416,1134.2857142857142,168.4705074266208,False
synthetic,synthetic-585,True,damage severity 0.7,0.3827836513519287,0.08739871680736545,5.571428571428571,sensor node 40 (~5.6 m up),0.03345479994299653,1134.2857142857142,167.27399971498264,False
synthetic,synthetic-550,True,damage severity 0.7,0.3309943974018097,0.10032178461551669,7.285714285714286,sensor node 53 (~7.3 m up),0.03320594864508709,1237.142857142857,166.02974322543542,False
synthetic,synthetic-271,True,damage severity 0.3,0.48120084404945374,0.0665049210190773,7.285714285714286,sensor node 53 (~7.3 m up),0.032002224127822256,1237.142857142857,160.01112063911128,False
synthetic,synthetic-446,True,damage severity 0.5,0.4195435047149658,0.07447449713945387,7.285714285714286,sensor node 52 (~7.3 m up),0.03124529154177117,1237.142857142857,156.22645770885586,False
synthetic,synthetic-702,True,damage severity 1.0,0.31825393438339233,0.0974111050367356,5.571428571428571,sensor node 39 (~5.6 m up),0.03100146743057499,1134.2857142857142,155.00733715287495,False
synthetic,synthetic-675,True,damage severity 1.0,0.26031923294067383,0.11209450364112858,9.0,sensor node 64 (~9.0 m up),0.029180355204724163,1340.0,145.9017760236208,False
synthetic,synthetic-334,True,damage severity 0.5,0.45762622356414795,0.06339173316955567,0.42857142857142855,sensor node 4 (~0.4 m up),0.029009719455569894,825.7142857142857,145.04859727784947,False
synthetic,synthetic-505,True,damage severity 0.7,0.4254399836063385,0.06723412424325943,5.571428571428571,sensor node 41 (~5.6 m up),0.02860408471583882,1134.2857142857142,143.0204235791941,False
synthetic,synthetic-412,True,damage severity 0.5,0.4221048355102539,0.06771725267171859,0.42857142857142855,sensor node 5 (~0.4 m up),0.02858377980020208,825.7142857142857,142.9188990010104,False
synthetic,synthetic-695,True,damage severity 1.0,0.42662689089775085,0.06663655787706377,7.285714285714286,sensor node 53 (~7.3 m up),0.028428947507219745,1237.142857142857,142.14473753609872,False
synthetic,synthetic-373,True,damage severity 0.5,0.5739447474479675,0.04774630665779112,7.285714285714286,sensor node 52 (~7.3 m up),0.027403741916279135,1237.142857142857,137.01870958139568,False
synthetic,synthetic-445,True,damage severity 0.5,0.4204755127429962,0.06458881199359894,5.571428571428571,sensor node 41 (~5.6 m up),0.027158013840469494,1134.2857142857142,135.79006920234747,False
synthetic,synthetic-590,True,damage severity 0.7,0.48141077160835266,0.05607298016548157,5.571428571428571,sensor node 41 (~5.6 m up),0.026994136647844336,1134.2857142857142,134.97068323922167,False
synthetic,synthetic-563,True,damage severity 0.7,0.35436755418777466,0.07603849172592161,3.8571428571428568,sensor node 29 (~3.9 m up),0.026945574337042182,1031.4285714285713,134.7278716852109,False
synthetic,synthetic-323,True,damage severity 0.5,0.3144088089466095,0.08509037941694263,7.285714285714286,sensor node 53 (~7.3 m up),0.026753164845296027,1237.142857142857,133.76582422648013,False
synthetic,synthetic-345,True,damage severity 0.5,0.3511129319667816,0.07471671104431153,7.285714285714286,sensor node 53 (~7.3 m up),0.026234003481683036,1237.142857142857,131.1700174084152,False
synthetic,synthetic-698,True,damage severity 1.0,0.4063989520072937,0.06386656612157823,5.571428571428571,sensor node 41 (~5.6 m up),0.025955305540113924,1134.2857142857142,129.77652770056963,False
synthetic,synthetic-395,True,damage severity 0.5,0.37872064113616943,0.06764224320650106,7.285714285714286,sensor node 53 (~7.3 m up),0.02561751371505478,1237.142857142857,128.0875685752739,False
synthetic,synthetic-576,True,damage severity 0.7,0.482676237821579,0.05250831842422482,2.142857142857143,sensor node 17 (~2.1 m up),0.025344517591342337,928.5714285714286,126.72258795671168,False
synthetic,synthetic-521,True,damage severity 0.7,0.39922070503234863,0.06276793777942657,7.285714285714286,sensor node 52 (~7.3 m up),0.02505826037372927,1237.142857142857,125.29130186864634,False
synthetic,synthetic-670,True,damage severity 1.0,0.42972517013549805,0.05757360458374022,7.285714285714286,sensor node 53 (~7.3 m up),0.024740827025061658,1237.142857142857,123.70413512530828,False
synthetic,synthetic-709,True,damage severity 1.0,0.5347201824188232,0.0461344689130783,5.571428571428571,sensor node 41 (~5.6 m up),0.024669031632996757,1134.2857142857142,123.34515816498379,False
synthetic,synthetic-318,True,damage severity 0.5,0.4437980055809021,0.05539875924587253,3.8571428571428568,sensor node 28 (~3.9 m up),0.02458585886497479,1031.4285714285713,122.92929432487394,False
synthetic,synthetic-229,True,damage severity 0.3,0.29454702138900757,0.08069144636392596,3.8571428571428568,sensor node 29 (~3.9 m up),0.023767425178065255,1031.4285714285713,118.83712589032628,False
synthetic,synthetic-681,True,damage severity 1.0,0.3448438048362732,0.06871603727340699,2.142857142857143,sensor node 17 (~2.1 m up),0.023696299746632832,928.5714285714286,118.48149873316416,False
synthetic,synthetic-179,True,damage severity 0.3,0.3054119050502777,0.07466204762458803,7.285714285714286,sensor node 53 (~7.3 m up),0.02280267819997999,1237.142857142857,114.01339099989995,False
synthetic,synthetic-747,True,damage severity 1.0,0.38898569345474243,0.05808003991842269,5.571428571428571,sensor node 41 (~5.6 m up),0.022592304603546772,1134.2857142857142,112.96152301773387,False
synthetic,synthetic-497,True,damage severity 0.7,0.295809805393219,0.07549615353345872,0.42857142857142855,sensor node 3 (~0.4 m up),0.022332502484669007,825.7142857142857,111.66251242334504,False
synthetic,synthetic-558,True,damage severity 0.7,0.4175071716308594,0.051813068985939056,3.8571428571428568,sensor node 27 (~3.9 m up),0.021632327885834014,1031.4285714285713,108.16163942917007,False
synthetic,synthetic-212,True,damage severity 0.3,0.27411067485809326,0.07782103717327123,9.0,sensor node 63 (~9.0 m up),0.021331577017722137,1340.0,106.65788508861068,False
synthetic,synthetic-390,True,damage severity 0.5,0.32351523637771606,0.06537204533815384,3.8571428571428568,sensor node 28 (~3.9 m up),0.02114885270006761,1031.4285714285713,105.74426350033805,False
synthetic,synthetic-416,True,damage severity 0.5,0.3757389485836029,0.05554168820381164,2.142857142857143,sensor node 15 (~2.1 m up),0.020869175528258486,928.5714285714286,104.34587764129243,False
synthetic,synthetic-119,False,healthy,0.23836544156074524,0.08517978489398963,9.0,sensor node 63 (~9.0 m up),0.020303917038305135,1340.0,101.51958519152568,False
synthetic,synthetic-566,True,damage severity 0.7,0.3751179277896881,0.05270197689533231,5.571428571428571,sensor node 40 (~5.6 m up),0.019769456363397078,1134.2857142857142,98.84728181698539,False
synthetic,synthetic-237,True,damage severity 0.3,0.41036051511764526,0.047415807843208355,5.571428571428571,sensor node 41 (~5.6 m up),0.019457575331258265,1134.2857142857142,97.28787665629133,False
synthetic,synthetic-322,True,damage severity 0.5,0.3982355296611786,0.04864892810583114,2.142857142857143,sensor node 17 (~2.1 m up),0.01937373165167426,928.5714285714286,96.86865825837131,False
synthetic,synthetic-239,True,damage severity 0.3,0.423500657081604,0.045167428255081174,3.8571428571428568,sensor node 28 (~3.9 m up),0.019128435544713083,1031.4285714285713,95.64217772356541,False
synthetic,synthetic-298,True,damage severity 0.3,0.38094568252563477,0.04857355356216433,5.571428571428571,sensor node 41 (~5.6 m up),0.018503885514434167,1134.2857142857142,92.51942757217083,False
synthetic,synthetic-392,True,damage severity 0.5,0.3129619061946869,0.05889559984207155,5.571428571428571,sensor node 40 (~5.6 m up),0.018432079193054212,1134.2857142857142,92.16039596527106,False
synthetic,synthetic-134,False,healthy,0.3942655324935913,0.04562903493642808,0.42857142857142855,sensor node 5 (~0.4 m up),0.0179899557563795,825.7142857142857,89.94977878189749,False
synthetic,synthetic-382,True,damage severity 0.5,0.28631117939949036,0.06224429011344911,7.285714285714286,sensor node 53 (~7.3 m up),0.01782123611326565,1237.142857142857,89.10618056632825,False
synthetic,synthetic-346,True,damage severity 0.5,0.3591242730617523,0.04892323315143584,5.571428571428571,sensor node 40 (~5.6 m up),0.01756952054134002,1134.2857142857142,87.8476027067001,False
synthetic,synthetic-660,True,damage severity 1.0,0.5007736682891846,0.03357160389423372,7.285714285714286,sensor node 53 (~7.3 m up),0.016811775232466894,1237.142857142857,84.05887616233447,False
synthetic,synthetic-220,True,damage severity 0.3,0.17881029844284058,0.09229995608329784,9.0,sensor node 64 (~9.0 m up),0.016504182693515567,1340.0,82.52091346757784,False
synthetic,synthetic-309,True,damage severity 0.5,0.4201219975948334,0.03916433602571485,7.285714285714286,sensor node 52 (~7.3 m up),0.01645379908559862,1237.142857142857,82.2689954279931,False
synthetic,synthetic-193,True,damage severity 0.3,0.3325411379337311,0.04929764568805696,7.285714285714286,sensor node 53 (~7.3 m up),0.01639349519456035,1237.142857142857,81.96747597280175,False
synthetic,synthetic-588,True,damage severity 0.7,0.3446475565433502,0.04738644659519194,2.142857142857143,sensor node 17 (~2.1 m up),0.01633162303230486,928.5714285714286,81.65811516152431,False
synthetic,synthetic-172,True,damage severity 0.3,0.22015513479709625,0.07121988385915756,7.285714285714286,sensor node 53 (~7.3 m up),0.015679423131246373,1237.142857142857,78.39711565623186,False
synthetic,synthetic-123,False,healthy,0.3303184509277344,0.04667885899543761,3.8571428571428568,sensor node 29 (~3.9 m up),0.01541888839444709,1031.4285714285713,77.09444197223544,False
synthetic,synthetic-578,True,damage severity 0.7,0.2789863348007202,0.05499152541160583,3.8571428571428568,sensor node 28 (~3.9 m up),0.015341884119684578,1031.4285714285713,76.7094205984229,False
synthetic,synthetic-91,False,healthy,0.2993585467338562,0.05111214965581895,5.571428571428571,sensor node 40 (~5.6 m up),0.01530085884140933,1134.2857142857142,76.50429420704666,False
synthetic,synthetic-540,True,damage severity 0.7,0.2925330698490143,0.052218352258205404,7.285714285714286,sensor node 51 (~7.3 m up),0.015275594888550034,1237.142857142857,76.37797444275017,False
synthetic,synthetic-468,True,damage severity 0.7,0.35990703105926514,0.04169499427080153,2.142857142857143,sensor node 15 (~2.1 m up),0.01500632159803725,928.5714285714286,75.03160799018625,False
synthetic,synthetic-222,True,damage severity 0.3,0.3984411656856537,0.0375116392970085,7.285714285714286,sensor node 53 (~7.3 m up),0.014946181288279842,1237.142857142857,74.73090644139921,False
synthetic,synthetic-269,True,damage severity 0.3,0.3344578146934509,0.04441083669662476,7.285714285714286,sensor node 52 (~7.3 m up),0.014853551390260834,1237.142857142857,74.26775695130416,False
synthetic,synthetic-742,True,damage severity 1.0,0.3332810401916504,0.04429916739463808,5.571428571428571,sensor node 41 (~5.6 m up),0.014764072588909022,1134.2857142857142,73.82036294454511,False
synthetic,synthetic-727,True,damage severity 1.0,0.29712942242622375,0.049666604399681076,0.42857142857142855,sensor node 5 (~0.4 m up),0.014757409479148982,825.7142857142857,73.7870473957449,False
synthetic,synthetic-420,True,damage severity 0.5,0.363073468208313,0.04061154425144194,5.571428571428571,sensor node 41 (~5.6 m up),0.014744974220666403,1134.2857142857142,73.72487110333202,False
synthetic,synthetic-245,True,damage severity 0.3,0.3862971365451813,0.037665030360221875,5.571428571428571,sensor node 41 (~5.6 m up),0.014549893376041028,1134.2857142857142,72.74946688020513,False
synthetic,synthetic-606,True,damage severity 1.0,0.3388884663581848,0.04280179142951964,3.8571428571428568,sensor node 29 (~3.9 m up),0.01450503345493281,1031.4285714285713,72.52516727466406,False
synthetic,synthetic-498,True,damage severity 0.7,0.4233487844467163,0.033745488524436956,2.142857142857143,sensor node 17 (~2.1 m up),0.014286111547381,928.5714285714286,71.430557736905,False
synthetic,synthetic-359,True,damage severity 0.5,0.48507726192474365,0.02849066108465191,7.285714285714286,sensor node 51 (~7.3 m up),0.013820171869368797,1237.142857142857,69.10085934684399,False
synthetic,synthetic-389,True,damage severity 0.5,0.34425103664398193,0.03984441459178923,2.142857142857143,sensor node 16 (~2.1 m up),0.013716481027696042,928.5714285714286,68.58240513848021,False
synthetic,synthetic-265,True,damage severity 0.3,0.33083677291870117,0.04130662679672242,5.571428571428571,sensor node 40 (~5.6 m up),0.013665751109584793,1134.2857142857142,68.32875554792396,False
synthetic,synthetic-656,True,damage severity 1.0,0.29658201336860657,0.04480917900800705,2.142857142857143,sensor node 17 (~2.1 m up),0.013289596527589032,928.5714285714286,66.44798263794516,False
synthetic,synthetic-187,True,damage severity 0.3,0.3018902540206909,0.04390732944011688,9.0,sensor node 64 (~9.0 m up),0.013255194838047046,1340.0,66.27597419023523,False
synthetic,synthetic-591,True,damage severity 0.7,0.30729472637176514,0.043100066483020776,0.42857142857142855,sensor node 4 (~0.4 m up),0.013244423136504755,825.7142857142857,66.22211568252378,False
synthetic,synthetic-447,True,damage severity 0.5,0.3167368769645691,0.04119521081447599,0.42857142857142855,sensor node 5 (~0.4 m up),0.013048042419274167,825.7142857142857,65.24021209637084,False
synthetic,synthetic-506,True,damage severity 0.7,0.3148972690105438,0.04105272889137266,2.142857142857143,sensor node 17 (~2.1 m up),0.0129273922133235,928.5714285714286,64.6369610666175,False
synthetic,synthetic-216,True,damage severity 0.3,0.38001149892807007,0.03400948420166971,7.285714285714286,sensor node 52 (~7.3 m up),0.012923995069247024,1237.142857142857,64.61997534623512,False
synthetic,synthetic-463,True,damage severity 0.7,0.3230098485946655,0.03984021246433259,3.8571428571428568,sensor node 28 (~3.9 m up),0.012868780996083377,1031.4285714285713,64.34390498041688,False
synthetic,synthetic-634,True,damage severity 1.0,0.17805510759353638,0.07184847593307499,3.8571428571428568,sensor node 28 (~3.9 m up),0.012792988112695277,1031.4285714285713,63.96494056347638,False
synthetic,synthetic-64,False,healthy,0.3371395170688629,0.03712798953056332,5.571428571428571,sensor node 40 (~5.6 m up),0.012517312460071917,1134.2857142857142,62.58656230035959,False
synthetic,synthetic-525,True,damage severity 0.7,0.3567258417606354,0.03486502468585965,0.42857142857142855,sensor node 5 (~0.4 m up),0.012437255279068615,825.7142857142857,62.18627639534307,False
synthetic,synthetic-624,True,damage severity 1.0,0.34426718950271606,0.0359088212251663,3.8571428571428568,sensor node 28 (~3.9 m up),0.01236222896154348,1031.4285714285713,61.8111448077174,False
synthetic,synthetic-162,True,damage severity 0.3,0.31143155694007874,0.039564076066017154,7.285714285714286,sensor node 53 (~7.3 m up),0.012321501808135427,1237.142857142857,61.60750904067714,False
synthetic,synthetic-118,False,healthy,0.29617464542388916,0.04159431457519532,7.285714285714286,sensor node 52 (~7.3 m up),0.01231918137095818,1237.142857142857,61.5959068547909,False
synthetic,synthetic-263,True,damage severity 0.3,0.3562394678592682,0.03375122547149657,0.42857142857142855,sensor node 3 (~0.4 m up),0.012023518601564115,825.7142857142857,60.117593007820574,False
